SleepQuality,Steps,Alarm,TimeInBed,TimeAsleep,TimeBeforeSleep,SnoreTime
74.0,2569,1,28767.7,23301.9,575.4,1
68.0,154,1,27481.3,25282.8,549.6,1
26.0,467,1,7825.4,7668.9,156.5,1
44.0,347,0,16726.1,12767.6,334.5,1
70.0,2153,1,30659.7,28513.5,613.2,1
64.0,941,1,27402.9,23201.1,548.1,1
84.0,272,0,35827.2,30214.3,2746.8,1
69.0,372,0,28912.6,21684.5,578.3,1
81.0,2857,0,27394.6,24563.8,547.9,1
62.0,2948,1,26246.3,18372.4,524.9,1
65.0,2778,1,24763.4,18737.7,495.3,1
69.0,1554,1,22708.9,22254.8,454.2,1
67.0,2597,0,27052.1,22453.3,541.0,1
60.0,2618,0,23525.0,17643.8,470.5,1
55.0,1166,0,19873.5,18879.8,397.5,1
56.0,564,1,23608.4,20381.9,472.2,1
74.0,3019,1,25866.0,21899.8,1034.6,1
58.0,2364,1,24374.7,20962.2,487.5,1
77.0,1690,0,33982.1,29224.6,679.6,1
61.0,1144,1,24861.7,23038.5,497.2,1
65.0,2256,1,25433.7,24925.0,508.7,1
79.0,3695,0,29843.4,25565.8,1492.2,1
63.0,1499,0,26926.4,23246.4,538.5,1
52.0,628,1,20332.9,18841.8,406.7,1
37.0,21,1,12626.7,9933.0,1599.4,1
18.0,151,1,7163.8,7020.5,143.3,1
80.0,20,0,31625.0,25721.6,632.5,1
58.0,1104,1,20815.5,18248.3,416.3,1
41.0,148,1,14110.4,13310.8,282.2,1
56.0,790,0,20192.8,16490.8,403.9,1
52.0,1686,1,16988.0,16082.0,339.8,1
58.0,2435,1,18943.4,18564.6,378.9,1
54.0,65,0,19887.0,14318.6,397.7,1
50.0,664,1,18102.7,15447.6,724.1,1
61.0,2793,1,23068.0,20761.2,1845.4,1
76.0,658,1,28388.4,25549.5,567.8,1
81.0,464,0,30614.1,26022.0,612.3,1
55.0,681,1,19037.4,16879.8,825.0,1
65.0,1235,1,21951.6,18658.9,439.0,1
78.0,303,1,25817.0,22719.0,2151.4,1
71.0,552,0,26861.2,24980.9,537.2,1
78.0,640,0,36128.9,31673.0,722.6,1
50.0,1385,1,18114.7,15156.0,362.3,1
55.0,526,1,21185.7,18502.1,423.7,1
50.0,328,1,19514.2,16066.7,390.3,1
81.0,1706,1,29268.5,26927.1,585.4,1
75.0,689,1,23514.4,22652.2,862.2,1
80.0,1228,0,28162.3,24689.0,563.2,1
83.0,1626,1,25298.4,23611.9,1686.6,1
79.0,1699,1,27456.1,25168.1,549.1,1
85.0,768,0,27228.9,26684.3,544.6,1
61.0,273,1,20013.4,18479.0,1067.4,1
83.0,537,0,27719.6,25040.1,554.4,0
61.0,677,1,20797.1,18024.2,415.9,1
50.0,19,1,15898.7,12983.9,318.0,1
78.0,177,1,25736.8,23592.1,514.7,1
59.0,1184,1,19462.9,15570.3,389.3,1
87.0,1343,1,27318.2,26134.4,546.4,1
87.0,1226,1,26755.2,24704.0,535.1,1
57.0,668,1,19404.5,17464.0,388.1,1
61.0,377,1,19586.6,18542.0,391.7,1
50.0,3208,1,14563.6,14272.3,291.3,1
98.0,451,1,33785.2,29731.0,675.7,1
83.0,576,0,31126.2,27598.6,622.5,1
25.0,684,1,20842.8,19939.6,416.9,1
26.0,353,1,18399.2,17234.0,368.0,1
49.0,101,1,16351.7,15152.6,327.0,1
40.0,63,1,15113.9,13552.1,302.3,1
65.0,545,1,24206.2,21059.4,484.1,1
68.0,632,1,22434.2,20789.0,448.7,1
44.0,1162,1,23834.0,16922.2,476.7,1
23.0,1243,1,19530.9,18619.4,390.6,1
85.0,4200,1,28903.1,26012.8,578.1,1
74.0,711,1,23559.2,22459.8,471.2,1
92.0,2749,1,28620.1,27475.3,1144.8,1
70.0,3434,1,25655.3,21636.0,513.1,1
68.0,2540,1,22881.4,22423.8,457.6,1
71.0,2313,1,24161.9,23678.7,483.2,1
65.0,2113,1,25182.5,20733.6,503.7,1
69.0,820,1,25187.3,21073.4,503.7,1
61.0,6678,1,21957.8,18883.7,439.2,1
4.0,4941,1,1246.4,1221.4,24.9,1
4.0,0,1,1241.3,1216.4,24.8,1
43.0,1614,1,13448.3,10220.7,269.0,1
62.0,733,0,24080.9,19184.5,481.6,1
78.0,1419,0,32852.6,26829.6,1423.6,1
72.0,2557,1,25434.8,24926.1,508.7,1
67.0,8108,0,25367.8,23084.7,507.4,1
75.0,1475,0,28428.0,24353.3,568.6,1
44.0,790,1,16067.6,13389.7,321.4,1
54.0,1363,1,19255.9,17137.8,385.1,1
22.0,28,1,6370.0,6242.6,127.4,1
86.0,1352,1,29802.0,29206.0,596.0,1
41.0,1536,1,13452.9,12287.0,269.1,1
76.0,444,1,27017.2,24765.8,990.6,1
71.0,261,1,22279.8,18937.8,445.6,1
32.0,701,1,10344.4,8413.5,1275.8,1
47.0,422,1,15319.9,13073.0,1889.5,1
31.0,182,1,9297.2,9111.3,185.9,0
70.0,2020,1,24774.4,19571.8,495.5,1
45.0,417,1,14368.9,12069.9,622.7,1
64.0,12795,1,20800.7,18512.6,416.0,1
50.0,3224,1,15404.2,14582.6,308.1,1
43.0,4566,1,12764.7,12509.4,255.3,1
44.0,24,1,13880.9,10734.6,277.6,0
72.0,1507,1,23356.4,19853.0,467.1,1
78.0,1810,0,25564.4,24371.4,511.3,1
49.0,1155,1,16209.8,11725.1,1080.7,1
69.0,1736,1,23184.2,21561.3,463.7,1
98.0,6136,1,31895.2,28599.4,637.9,1
45.0,1401,1,14470.8,13747.3,289.4,1
81.0,3829,0,27928.1,27369.6,558.6,1
59.0,5033,1,18399.9,12879.9,5090.6,1
32.0,2841,1,12327.1,10765.7,246.5,1
70.0,105,1,25358.2,22061.7,1267.9,1
32.0,977,1,10222.2,6065.2,1669.6,1
29.0,516,1,9741.6,5942.4,194.8,1
86.0,1356,1,27146.5,24703.3,1900.3,1
54.0,1964,1,17355.6,16603.5,347.1,1
58.0,3368,1,18876.3,14849.4,377.5,1
57.0,254,1,20616.3,19585.5,412.3,1
45.0,391,1,14435.7,11885.4,1539.8,1
84.0,3313,0,31638.7,28263.9,632.8,1
41.0,1479,1,12893.8,12249.1,257.9,1
56.0,2889,1,18355.2,17376.3,367.1,1
61.0,2022,1,18653.8,15358.3,1865.4,1
66.0,2000,1,20781.6,14477.8,3255.8,1
94.0,1251,1,31213.1,26114.9,624.3,1
69.0,1007,1,23020.0,21715.5,460.4,1
76.0,2786,1,27968.7,25358.2,559.4,1
40.0,742,1,15609.9,14153.0,312.2,1
73.0,3302,1,25187.1,24683.4,503.7,1
71.0,1610,0,23776.3,22112.0,475.5,1
64.0,1132,1,19737.4,16776.8,1184.2,1
68.0,2421,1,22628.7,22176.2,452.6,1
45.0,3516,1,14697.3,11218.9,3184.4,1
66.0,2436,1,22658.5,20392.7,1435.0,1
81.0,1875,1,27119.7,23955.8,542.4,1
41.0,283,1,13936.1,13285.7,278.7,1
42.0,25,1,15170.4,12844.3,303.4,1
78.0,872,1,26699.7,26165.7,534.0,0
65.0,272,0,21638.2,21205.5,432.8,1
39.0,214,1,12455.8,6933.7,2408.1,1
51.0,4455,1,16819.7,16146.9,336.4,1
45.0,1284,1,14497.2,10583.0,289.9,1
13.0,902,1,3780.8,3705.2,75.6,1
13.0,52,1,3807.2,3731.0,76.1,1
34.0,62,0,12074.8,7325.4,1730.7,1
30.0,364,1,10197.9,7274.5,204.0,1
16.0,415,1,4553.7,4083.1,91.1,1
76.0,260,1,25739.0,21792.4,514.8,1
79.0,1240,0,25965.1,24580.3,1384.8,1
68.0,2083,1,23771.2,22741.1,475.4,1
93.0,3047,1,31082.5,26523.8,2486.6,1
81.0,1304,1,28327.9,27761.3,566.6,1
81.0,610,1,28550.7,27979.7,571.0,1
76.0,1986,1,25209.6,19831.6,504.2,1
67.0,1375,1,22473.4,18652.9,449.5,1
71.0,4746,1,25078.9,19645.2,501.6,1
86.0,3314,1,29590.1,28998.3,591.8,1
76.0,10576,1,26950.1,23446.5,539.0,1
81.0,2336,1,28379.5,27811.9,567.6,1
86.0,3771,1,29143.7,28560.8,582.9,1
71.0,4065,1,23914.6,19689.7,478.3,1
86.0,4059,1,29599.1,29007.2,592.0,1
90.0,1474,1,31804.9,31168.8,636.1,1
71.0,1612,1,24677.2,24183.7,493.5,1
90.0,1563,1,31189.6,28070.6,623.8,1
76.0,4150,1,26940.1,26401.3,538.8,1
56.0,1913,1,18234.9,17870.2,364.7,1
67.0,1075,1,21637.0,21204.3,432.7,1
66.0,4067,1,22652.3,18499.3,453.0,1
57.0,3091,1,19669.8,16260.4,3409.4,1
47.0,1501,1,16072.4,15751.0,321.4,1
44.0,3658,1,15062.5,12150.4,2460.2,1
56.0,3003,1,19374.5,15112.1,4262.4,1
13.0,5401,1,4565.5,4474.2,91.3,1
88.0,9583,0,30237.2,29632.4,604.7,1
37.0,488,1,12740.4,10064.9,2080.9,1
54.0,1076,1,18591.8,16112.9,371.8,1
84.0,1219,0,28831.7,28255.1,576.6,1
42.0,1220,1,14584.0,8021.2,3500.2,1
52.0,3789,1,17790.6,13817.4,2965.1,1
90.0,2938,0,31015.5,27397.0,3618.5,1
81.0,520,0,27743.3,24691.6,554.9,1
46.0,2030,1,15827.9,11343.4,580.4,1
49.0,1763,1,16903.0,16565.0,338.1,1
59.0,3221,1,20286.1,17851.8,405.7,1
44.0,163,0,15219.7,11617.7,304.4,1
42.0,973,0,14546.1,10861.1,1406.1,1
6.0,90,1,2156.9,2113.7,43.1,1
75.0,972,1,25743.6,22568.6,772.3,1
77.0,3339,0,26568.0,23645.5,885.6,1
94.0,2339,0,35678.9,33895.0,713.6,1
67.0,1728,0,23099.6,22637.6,462.0,1
72.0,896,0,24705.9,20176.5,4529.4,1
53.0,951,1,18322.1,14535.6,366.4,1
73.0,3384,1,25183.9,21070.5,503.7,1
94.0,1649,0,34066.2,31795.1,681.3,1
40.0,51,1,13758.7,12887.4,275.2,1
34.0,40,1,11540.2,6424.1,3923.7,1
57.0,954,0,19800.8,16632.6,396.0,1
50.0,1769,1,17066.5,15416.7,341.3,1
37.0,4087,1,12649.9,9571.7,253.0,1
18.0,0,1,6250.7,6125.7,125.0,1
78.0,3158,1,26932.9,22713.4,538.7,1
20.0,533,1,6533.0,6402.3,130.7,1
90.0,1628,0,32182.5,30788.0,643.7,1
28.0,2837,1,9271.7,7479.2,1081.7,1
63.0,0,1,25105.0,23849.8,502.1,1
96.0,4182,1,33229.3,29463.3,664.6,1
76.0,7257,1,27554.2,27003.1,551.1,1
47.0,5394,0,20311.1,18618.5,406.2,1
77.0,2314,0,31442.1,25887.3,628.8,1
54.0,4170,1,24213.1,21226.8,484.3,1
74.0,4779,1,24917.8,23588.9,498.4,1
92.0,1697,1,29197.0,23357.6,3698.3,1
62.0,8901,1,25421.8,24150.7,508.4,1
69.0,7542,0,31901.0,31263.0,638.0,1
74.0,669,0,26578.4,24895.1,531.6,1
81.0,652,1,24115.1,21301.7,2009.6,1
67.0,7312,1,22909.9,20542.5,458.2,1
10.0,0,1,2798.2,2742.3,56.0,1
37.0,0,0,13676.6,11169.2,273.5,1
79.0,407,1,24280.3,19505.2,4127.6,1
12.0,81,1,3543.7,3472.9,70.9,1
84.0,1780,1,24985.6,24485.9,499.7,1
6.0,34,1,1715.8,1681.5,34.3,1
96.0,3501,1,29451.1,25524.3,3239.6,1
87.0,2168,0,28135.1,25790.5,1500.5,1
39.0,2514,1,21589.0,21157.2,431.8,1
33.0,2695,1,21186.7,20763.0,423.7,1
84.0,3194,1,30825.8,28359.7,616.5,1
95.0,336,1,31859.1,26124.4,3504.5,1
66.0,1252,0,28391.3,23375.5,567.8,1
83.0,696,0,33895.3,27342.2,677.9,1
57.0,1829,1,20425.3,17701.9,1634.0,1
55.0,981,1,20148.8,19275.7,403.0,1
80.0,2270,1,25148.0,19950.8,2179.5,1
76.0,2348,1,26941.0,25863.4,538.8,1
61.0,4553,1,22049.6,17125.2,441.0,1
97.0,3180,0,33244.9,31250.2,1219.0,1
62.0,1494,1,20932.7,20095.4,418.7,1
71.0,0,1,25154.3,22890.4,503.1,1
45.0,708,1,17103.6,15507.2,342.1,1
66.0,2246,1,24021.8,22100.1,480.4,1
67.0,2583,1,24160.5,22227.6,483.2,1
56.0,9529,1,19091.6,17946.1,381.8,1
45.0,1019,0,15497.2,14774.0,309.9,1
42.0,3410,0,13162.3,12899.0,263.2,1
69.0,2118,1,26688.5,23130.0,533.8,1
65.0,4654,1,22992.3,20156.6,459.8,1
77.0,1542,1,26062.1,24237.8,521.2,1
49.0,0,1,17555.3,13576.1,351.1,1
48.0,2134,0,15465.8,12836.6,1082.6,1
41.0,1767,1,14670.3,13105.4,293.4,1
65.0,988,1,23627.6,20792.3,472.6,1
23.0,2171,1,10460.8,9833.2,209.2,1
19.0,0,0,7257.8,5322.4,145.2,1
57.0,2380,1,22996.2,21923.0,459.9,1
62.0,1510,1,22577.9,19868.5,451.6,1
63.0,3488,1,21991.2,20818.3,439.8,1
47.0,797,1,16988.3,16252.1,339.8,1
31.0,5114,1,11930.4,11691.8,238.6,1
21.0,22,1,6923.1,6784.7,138.5,1
23.0,4188,1,9901.7,9241.6,198.0,1
64.0,2643,1,23387.5,17930.4,1871.0,1
55.0,6888,1,18240.0,15868.8,364.8,0
56.0,5250,1,18464.0,17479.2,369.3,1
45.0,5617,1,14537.8,13277.8,290.8,1
62.0,5715,1,23161.1,21617.0,463.2,1
15.0,166,1,4176.6,4093.1,83.5,1
67.0,3751,1,22803.3,20142.9,456.1,1
20.0,4252,1,7165.0,7021.7,143.3,1
53.0,80,1,18443.5,17398.4,368.9,1
6.0,54,1,1783.1,1747.5,35.7,1
64.0,3848,1,24377.1,20801.8,487.5,1
39.0,7922,1,13081.9,11861.0,915.7,1
5.0,98,1,1307.5,1281.4,26.2,1
100.0,6481,0,32518.7,26773.7,650.4,1
64.0,1494,1,19934.4,17276.5,398.7,1
57.0,214,1,21510.3,18283.7,430.2,1
56.0,2713,1,21506.6,18065.6,430.1,1
38.0,4902,1,14801.8,13716.4,296.0,1
4.0,108,1,1120.6,1098.2,22.4,1
25.0,23,1,7728.3,3452.0,1004.7,1
44.0,451,1,17294.1,13489.4,345.9,1
69.0,1388,1,23003.0,21009.4,460.1,1
6.0,2258,0,1574.6,1543.1,31.5,1
54.0,2771,1,18652.9,15979.3,373.1,1
35.0,0,1,12293.4,12047.5,245.9,1
9.0,357,1,2897.2,453.9,2443.3,1
56.0,3070,1,19460.4,16022.4,389.2,1
21.0,1464,1,6949.5,301.1,1853.2,1
48.0,614,1,17043.7,11873.8,340.9,1
63.0,5927,1,22235.4,17269.5,444.7,1
40.0,502,1,13329.3,13062.8,266.6,1
70.0,3895,1,23372.9,18854.1,467.5,1
67.0,2115,0,24523.1,21743.8,490.5,1
71.0,1495,1,26646.7,26113.8,532.9,1
75.0,577,1,23166.8,18070.1,463.3,1
50.0,2912,1,25691.2,25177.4,513.8,1
77.0,2465,1,26492.9,23048.8,529.9,1
59.0,1159,1,24662.8,22114.3,493.3,1
55.0,2101,1,16503.1,12927.4,330.1,1
19.0,80,1,5336.6,338.0,1014.0,1
100.0,1528,0,31986.3,25055.9,1172.8,1
44.0,1605,1,20815.1,16721.4,416.3,1
8.0,146,1,2408.3,971.4,1437.0,1
51.0,4010,1,20996.7,18477.1,419.9,0
15.0,156,1,7500.1,4950.1,150.0,1
65.0,2218,1,24661.4,19564.7,493.2,1
10.0,966,1,3001.4,1530.7,1470.7,1
37.0,905,1,14849.9,11434.4,297.0,1
56.0,999,0,18890.2,13663.9,377.8,1
82.0,569,0,26057.9,20585.7,521.2,1
60.0,1623,1,24840.1,18961.3,496.8,1
45.0,3148,1,16766.1,14139.4,335.3,1
39.0,8354,1,15120.0,11894.4,302.4,1
7.0,1236,1,2009.1,234.4,1774.7,1
41.0,4945,0,15336.6,13189.5,306.7,1
18.0,119,1,5152.2,0.0,0.0,1
70.0,3138,1,26364.9,18894.8,527.3,1
46.0,2889,0,18827.6,15815.2,376.6,1
65.0,1649,0,24584.5,24092.8,491.7,1
66.0,1287,0,23963.0,20528.3,479.3,1
53.0,867,0,18347.4,17980.4,366.9,1
67.0,2543,1,22526.1,18846.8,450.5,1
65.0,6350,1,20832.0,16387.8,416.6,1
5.0,7906,1,1421.0,0.0,0.0,1
68.0,2344,0,24314.6,19694.8,486.3,1
8.0,382,1,2179.2,2135.6,43.6,1
5.0,0,1,1483.0,0.0,0.0,1
3.0,382,1,975.1,0.0,0.0,1
62.0,3981,1,23701.5,19593.2,474.0,1
59.0,3050,1,21055.9,18669.6,421.1,1
35.0,4539,1,14179.6,10776.5,283.6,1
81.0,6021,1,28478.9,26105.7,569.6,1
29.0,3918,1,13854.9,9837.0,277.1,1
70.0,6632,0,25322.7,20933.5,506.5,1
69.0,4148,1,24766.9,18740.3,495.3,1
82.0,3743,1,27269.7,22997.4,545.4,1
61.0,2586,1,22167.8,18177.6,443.4,1
47.0,191,1,17750.5,12247.8,355.0,0
49.0,2638,1,15948.9,12387.0,1860.7,1
13.0,282,1,3526.9,0.0,0.0,1
71.0,8083,0,23687.6,17055.1,473.8,1
67.0,1698,1,22526.9,17571.0,450.5,1
13.0,38,1,3535.8,2310.1,1225.7,1
60.0,1463,1,21466.1,18675.5,644.0,1
71.0,3072,1,23566.2,18774.4,471.3,1
82.0,1669,1,26864.9,23462.0,537.3,1
68.0,632,1,24442.7,20287.4,488.9,1
76.0,842,1,25351.0,20365.3,507.0,1
75.0,789,1,26321.5,21846.9,526.4,1
88.0,340,1,27256.1,25802.4,1453.7,1
60.0,741,1,18949.5,14780.6,379.0,1
75.0,2425,0,27236.7,26692.0,544.7,0
59.0,2819,1,24687.8,24194.1,493.8,1
6.0,71,1,1752.8,1717.8,35.1,1
67.0,1024,1,24233.4,19709.9,484.7,1
55.0,4798,1,29414.4,28826.1,588.3,1
82.0,572,0,35018.0,31516.2,700.4,1
73.0,1703,1,26260.9,25735.7,525.2,1
47.0,1839,1,16011.4,13823.2,320.2,1
32.0,36,1,10158.5,8363.9,203.2,1
6.0,211,1,1656.5,1623.4,33.1,1
75.0,1075,1,25925.5,25407.0,518.5,1
86.0,3576,1,30427.1,27790.1,608.5,1
9.0,453,1,3582.6,2663.0,71.7,1
83.0,1431,1,28889.6,28311.8,577.8,1
88.0,2547,0,34622.9,28506.1,692.5,1
82.0,379,1,29890.2,25605.9,597.8,1
70.0,3923,1,24699.8,21735.8,494.0,1
72.0,2095,1,23261.1,19074.1,465.2,1
81.0,4635,1,26799.0,26263.1,536.0,1
89.0,1232,1,30589.2,28142.1,611.8,1
57.0,3803,1,18268.7,14614.9,365.4,1
84.0,2561,1,26912.4,22875.6,538.2,0
81.0,2021,0,25600.3,18090.9,512.0,1
63.0,846,1,21842.9,19877.0,436.9,1
81.0,1648,1,28688.3,26488.9,573.8,1
56.0,3156,1,19921.5,17929.3,398.4,1
33.0,184,1,13042.8,12781.9,260.9,1
52.0,4771,1,16721.6,12987.1,334.4,1
50.0,3906,1,16400.1,13721.4,328.0,1
100.0,2532,0,30871.0,26034.5,617.4,1
66.0,1674,1,21937.9,19451.6,438.8,1
71.0,5050,1,22737.8,19554.5,454.8,1
55.0,3986,1,17978.4,13184.1,359.6,1
71.0,2079,1,22434.4,17797.9,448.7,1
72.0,1349,1,26877.5,21950.0,537.6,1
70.0,3155,1,24591.7,22542.4,491.8,1
65.0,768,1,20918.9,17850.8,418.4,1
81.0,1701,1,29993.4,29393.5,599.9,1
65.0,3331,1,22074.3,21632.8,441.5,1
73.0,8004,1,24271.4,21358.9,485.4,1
96.0,731,1,31771.1,28276.3,635.4,1
74.0,1274,1,24572.7,24081.2,491.5,1
67.0,1851,1,24858.6,21046.9,497.2,1
76.0,3144,1,27516.2,22104.7,550.3,1
49.0,3784,1,18253.0,16062.7,365.1,1
72.0,3175,1,25634.0,23327.0,512.7,1
63.0,5860,1,22875.7,18605.6,457.5,1
65.0,3861,1,22330.3,21883.7,446.6,1
77.0,734,1,27744.9,21826.0,554.9,1
54.0,1543,1,19174.6,14444.8,383.5,1
93.0,2938,0,28671.0,25421.6,573.4,1
82.0,2145,1,31565.3,27882.7,631.3,1
81.0,3672,1,30263.6,29658.4,605.3,1
61.0,1865,1,21799.2,21363.2,436.0,1
12.0,9,1,3352.9,2525.9,827.1,1
84.0,1141,0,31807.1,26824.0,636.1,1
53.0,302,0,24517.0,22555.6,490.3,1
67.0,1590,1,21458.9,15021.2,2789.7,1
59.0,1030,1,18698.6,13837.0,374.0,1
70.0,2567,1,25264.4,21222.1,505.3,1
66.0,1381,1,25369.0,19703.3,507.4,0
65.0,2493,1,22702.8,18389.2,454.1,1
82.0,6830,1,28635.4,28062.7,572.7,1
71.0,3989,1,25713.2,25198.9,514.3,1
70.0,4375,1,23490.3,23020.5,469.8,1
88.0,2352,0,33200.2,29548.2,664.0,1
65.0,1628,0,23308.1,19734.2,466.2,1
76.0,390,1,27004.8,26464.7,540.1,1
55.0,5171,1,21998.7,16719.0,440.0,1
59.0,2064,1,21360.8,17729.4,427.2,1
66.0,3901,1,18535.2,18164.5,370.7,1
89.0,2750,0,30606.6,29994.5,612.1,1
92.0,4173,0,26626.9,20680.2,532.5,1
63.0,4503,1,24305.0,23818.9,486.1,1
62.0,5968,1,23837.6,17719.3,476.8,1
50.0,3238,1,16246.6,10776.9,324.9,1
49.0,3125,1,14315.7,10689.0,286.3,1
73.0,1182,0,27080.0,22837.5,541.6,1
91.0,782,0,33876.4,28569.1,677.5,1
66.0,1177,1,22601.4,18156.5,2034.1,1
76.0,748,1,21232.7,20808.1,424.7,1
42.0,4621,0,12691.3,10279.9,253.8,1
35.0,1374,1,11163.0,10939.7,223.3,1
63.0,4598,1,24150.0,20608.0,483.0,1
18.0,247,1,5120.0,3328.0,102.4,1
59.0,252,1,17259.3,12024.0,345.2,1
77.0,2809,1,26054.9,25533.8,521.1,1
100.0,3735,0,31580.7,30949.1,631.6,1
77.0,1207,1,24974.2,21477.8,499.5,1
55.0,2805,0,16201.6,11179.1,324.0,0
54.0,3020,1,16516.5,16186.2,330.3,1
64.0,1938,1,19116.5,13955.0,1529.3,1
52.0,200,1,16151.4,13997.9,323.0,1
87.0,1027,0,27678.8,20943.6,553.6,1
61.0,348,1,20128.0,17645.6,402.6,1
59.0,59,1,18317.0,15142.0,366.3,1
68.0,1024,1,24311.7,18395.8,486.2,1
68.0,2692,1,24091.8,22405.4,481.8,1
94.0,1001,0,32093.8,31451.9,641.9,1
55.0,211,1,17178.5,16835.0,343.6,1
80.0,1905,0,33101.7,30894.9,662.0,1
61.0,1636,1,19217.6,16399.0,384.4,1
70.0,4820,0,21897.9,17810.3,438.0,0
19.0,8,0,7264.1,5012.2,145.3,1
36.0,68,1,11662.1,8085.7,233.2,1
26.0,68,1,7211.2,1538.4,1105.7,1
60.0,2923,1,23873.0,23395.5,477.5,1
66.0,1110,0,25471.0,20461.7,509.4,1
35.0,2942,1,11450.6,7748.2,1755.8,1
91.0,1920,0,37213.6,34608.6,744.3,1
64.0,4811,1,21062.7,17692.7,421.3,1
94.0,3377,0,33138.2,32475.5,662.8,1
64.0,1181,1,21588.8,21157.0,431.8,1
57.0,3131,1,19412.3,19024.1,388.2,1
85.0,2037,0,29955.2,27059.5,599.1,1
33.0,368,0,14346.6,14059.7,286.9,1
63.0,1556,1,21899.0,21461.0,438.0,1
81.0,1519,1,26287.4,25761.7,525.7,1
64.0,3861,1,20969.0,20549.6,419.4,1
56.0,2062,1,18068.7,17707.3,361.4,1
25.0,98,1,7146.2,0.0,0.0,1
70.0,3154,1,22059.2,19853.3,441.2,1
52.0,813,1,20230.7,17870.5,404.6,1
65.0,1405,1,21040.5,16551.9,420.8,1
68.0,2499,1,23029.9,22569.3,460.6,1
86.0,1418,1,30810.0,26599.3,616.2,1
65.0,2242,1,21596.4,21164.4,431.9,1
73.0,11188,1,21292.2,17388.6,425.8,1
77.0,690,0,27147.8,22080.2,543.0,1
83.0,1931,0,26419.6,24394.1,528.4,1
82.0,1047,0,26945.6,22903.7,538.9,1
62.0,550,1,18480.6,18111.0,369.6,1
88.0,633,0,25323.8,20174.6,506.5,1
63.0,1618,0,18196.3,17832.4,363.9,1
58.0,948,1,18714.7,18340.4,374.3,1
55.0,1437,1,15731.1,15416.5,314.6,1
61.0,2766,0,24458.0,17446.7,489.2,1
6.0,3462,0,1682.7,1649.0,33.7,1
67.0,436,1,25923.5,20911.7,518.5,1
69.0,7067,0,27344.2,26797.3,546.9,1
67.0,2307,0,30446.7,29837.7,608.9,1
61.0,3009,0,26386.4,22516.4,527.7,1
53.0,2896,1,23704.2,23230.1,474.1,1
95.0,1218,0,28654.1,28081.0,573.1,1
62.0,460,0,22712.4,22258.2,454.2,1
75.0,1993,0,24063.1,23581.8,481.3,1
84.0,624,1,28056.1,25157.0,561.1,1
100.0,2543,0,30062.1,22947.4,601.2,1
54.0,9583,1,15821.0,15504.6,316.4,1
95.0,8562,1,28860.7,28283.5,577.2,1
94.0,9997,1,29517.4,27451.2,590.3,1
97.0,9859,1,28005.2,27445.1,560.1,1
49.0,2160,1,15031.0,11122.9,300.6,1
94.0,2627,0,30755.6,23886.9,615.1,1
80.0,1751,0,23517.5,23047.1,470.3,1
69.0,289,1,21292.1,20866.2,425.8,1
75.0,6656,1,24934.6,24435.9,498.7,1
84.0,5611,1,26510.9,21650.6,530.2,1
74.0,4571,1,23919.1,20650.1,478.4,1
100.0,869,0,32224.6,28894.7,644.5,1
42.0,1254,1,12840.8,10101.5,256.8,1
11.0,138,1,3164.1,2573.5,590.6,1
10.0,138,0,2733.5,2678.8,54.7,1
88.0,1475,1,30115.7,29513.3,602.3,1
84.0,9058,1,25215.0,20256.0,504.3,1
60.0,6834,1,17324.4,15014.5,346.5,1
90.0,7663,1,25473.1,24963.7,509.5,1
97.0,5064,1,27910.1,27351.9,558.2,1
96.0,1424,0,30615.5,23778.0,612.3,1
68.0,4513,1,22453.2,22004.1,449.1,1
73.0,5937,1,21638.3,21205.5,432.8,1
73.0,10657,1,21952.5,21513.5,439.1,1
71.0,6315,1,21484.4,21054.7,429.7,1
65.0,6405,1,19447.0,19058.0,388.9,1
73.0,6317,1,21564.2,21132.9,431.3,1
81.0,3745,1,24246.0,23761.0,484.9,1
74.0,2046,1,22611.5,22159.3,452.2,1
67.0,4967,1,21051.7,20630.7,421.0,1
65.0,10845,1,20162.7,19759.4,403.3,1
100.0,647,1,33137.0,32474.3,662.7,1
65.0,1525,1,19660.5,16842.5,393.2,1
82.0,1484,0,24586.6,20406.9,1065.4,1
94.0,758,0,29618.5,29026.1,592.4,1
55.0,2890,1,15705.5,11569.7,2931.7,1
62.0,7291,1,18780.2,18404.6,375.6,1
79.0,5436,1,22776.1,18904.2,455.5,1
31.0,2740,1,9361.6,7707.7,187.2,1
70.0,2020,1,21248.6,15511.4,425.0,1
72.0,1228,1,21294.8,14693.4,425.9,1
31.0,160,1,9095.6,8913.7,181.9,1
63.0,113,1,18921.8,16714.3,378.4,1
100.0,5984,1,36282.1,33863.3,725.6,1
100.0,9621,0,36892.5,36154.6,737.8,1
69.0,4283,1,23999.3,21919.3,480.0,1
98.0,2782,0,30734.5,30119.8,614.7,1
79.0,1429,1,25104.8,24602.7,502.1,1
82.0,5940,1,25799.5,23821.5,516.0,1
90.0,673,1,26956.2,26417.0,539.1,1
65.0,3079,1,21357.4,16943.5,427.1,1
86.0,1715,0,39973.4,39173.9,799.5,1
8.0,1140,0,2384.0,0.0,0.0,1
100.0,79,0,32133.0,31490.3,642.7,0
98.0,966,0,30501.0,29890.9,610.0,1
59.0,2003,1,17942.5,17583.7,358.9,1
90.0,2015,1,29030.0,26707.6,580.6,1
83.0,3989,0,27909.8,27351.6,558.2,1
